course_title,url,num_subscribers,difficulty,description,organization
Angular 2 From The Ground Up,https://www.udemy.com/angular-2-from-the-ground-up/,1737.0,All Levels,Web Development,Udemy
Complete Web Development Course + Building 5 Websites!,https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/,11492.0,All Levels,Web Development,Udemy
WP Plugin Development - Build your own plugin!,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,5439.0,Beginner Level,Web Development,Udemy
Sass: From Beginner to Advanced,https://www.udemy.com/sass-from-beginner-to-advanced/,8059.0,All Levels,Web Development,Udemy
Build Flat Responsive Website from Scratch - Complete Course,https://www.udemy.com/build-flat-responsive-website-from-scratch-complete-course/,12105.0,All Levels,Web Development,Udemy
Wordpress for Beginners - Build a Live Website from Scratch,https://www.udemy.com/wordpress_for_beginners/,3877.0,Beginner Level,Web Development,Udemy
"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,2919.0,Intermediate Level,Web Development,Udemy
The Pro Ruby on Rails Starter,https://www.udemy.com/pro-rubyonrails-starter/,2409.0,Beginner Level,Web Development,Udemy
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,https://www.udemy.com/unit-testing-angularjs/,2083.0,All Levels,Web Development,Udemy
WordPress Blog : Create a WordPress Website for Beginners,https://www.udemy.com/wordpress-website-for-beginners/,2076.0,Beginner Level,Web Development,Udemy
Introduction to HTML5 Canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,2918.0,Beginner Level,Web Development,Udemy
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,842.0,All Levels,Web Development,Udemy
Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,7130.0,All Levels,Web Development,Udemy
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,5549.0,All Levels,Web Development,Udemy
Learning Path: Magento: Master and Test Magento 2 with Ease,https://www.udemy.com/learning-path-magento-master-and-test-magento-2-with-ease/,155.0,Expert Level,Web Development,Udemy
The Complete hapiJS Course - Go From Beginner To Advanced!,https://www.udemy.com/hapijs-course/,1697.0,All Levels,Web Development,Udemy
Ruby On Rails For Web Development,https://www.udemy.com/ruby-on-rails-for-web-development/,2526.0,Beginner Level,Web Development,Udemy
Create eye-catching WordPress website from scratch,https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/,2342.0,Beginner Level,Web Development,Udemy
Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,21730.0,Beginner Level,Web Development,Udemy
WordPress Tips and Tricks,https://www.udemy.com/wordpress-tips-and-tricks/,1117.0,Intermediate Level,Web Development,Udemy
HTML Tutorials : HTML Code for Website Creating,https://www.udemy.com/html-code-for-website/,2401.0,All Levels,Web Development,Udemy
Complete HTML5 and CSS3 Course +1 Start to Finish Project,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,3887.0,All Levels,Web Development,Udemy
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,https://www.udemy.com/web-development-with-html-css-bootstrap-jquery-for-beginners/,1156.0,Beginner Level,Web Development,Udemy
HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/html5-specialist/,1385.0,All Levels,Web Development,Udemy
CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,10890.0,Beginner Level,Web Development,Udemy
Build a Complete JQuery Plugin (Image Pop-up Dialog),https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,1126.0,All Levels,Web Development,Udemy
How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,3652.0,Beginner Level,Web Development,Udemy
ReactJS and Flux: Learn By Building 10 Projects,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,1723.0,All Levels,Web Development,Udemy
How To Make A Business Website In 1 Day With Wix FAST & EASY,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,3759.0,Beginner Level,Web Development,Udemy
PHP Date and Time Course by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,1653.0,All Levels,Web Development,Udemy
Start Your Own Forum Website in 15 Minutes ,https://www.udemy.com/forum-web-development/,5387.0,All Levels,Web Development,Udemy
Hit the ground running with AngularJS with Dion Yang,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,4563.0,All Levels,Web Development,Udemy
Learn CSS Transition and Animation ,https://www.udemy.com/css-transition-and-animation/,3757.0,All Levels,Web Development,Udemy
Learn JavaScript from scratch,https://www.udemy.com/learn-javascript-from-scratch/,4193.0,Beginner Level,Web Development,Udemy
WordPress for Beginners - Tutorial - From Novice to Know-How,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,3694.0,Beginner Level,Web Development,Udemy
RESTful API with Laravel,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,1905.0,All Levels,Web Development,Udemy
Learn Ruby on Rails for Absolute Beginners,https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/,2875.0,All Levels,Web Development,Udemy
JavaScript Tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,613.0,All Levels,Web Development,Udemy
Shopping Cart Website from Scratch Ecommerce,https://www.udemy.com/shopping-cart/,633.0,Beginner Level,Web Development,Udemy
Learn By Example: Angular JS,https://www.udemy.com/learn-by-example-angular-js/,1515.0,All Levels,Web Development,Udemy
The Complete front end web developer Bootcamp - 14 projects,https://www.udemy.com/complete-front-end-web-developer-bootcamp/,900.0,All Levels,Web Development,Udemy
WordPress LMS: E-Learning Website Made Easy,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/,2382.0,All Levels,Web Development,Udemy
Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,32260.0,Beginner Level,Web Development,Udemy
In Depth Web Development Made Easy,https://www.udemy.com/in-depth-web-development-from-scratch/,3249.0,All Levels,Web Development,Udemy
Jquery :basics for beginners,https://www.udemy.com/jquery-basics-for-beginners/,1274.0,All Levels,Web Development,Udemy
Web Development By Doing: HTML / CSS From Scratch,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,72932.0,Beginner Level,Web Development,Udemy
Build Your First Website in 1 Week with HTML5 and CSS3,https://www.udemy.com/build-your-first-website-in-1-week/,120291.0,Beginner Level,Web Development,Udemy
"ASP.NET Core MVC, Quick and Practical",https://www.udemy.com/aspnet-core-mvc-quick-and-practical/,387.0,Intermediate Level,Web Development,Udemy
Better way towards CSS using Less and Sass,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,2227.0,All Levels,Web Development,Udemy
JavaScript Complete for beginners with real world Apps,https://www.udemy.com/javascript-complete-and-comprehensive/,2652.0,All Levels,Web Development,Udemy
Creating a Responsive HTML Email,https://www.udemy.com/creating-responsive-html-email/,2520.0,All Levels,Web Development,Udemy
Angular 2 Demystified,https://www.udemy.com/introduction-to-angular2/,3150.0,All Levels,Web Development,Udemy
Learn HTML Fast and Easy!,https://www.udemy.com/learn-to-code-html/,4011.0,Beginner Level,Web Development,Udemy
How To Setup a Micro-Blog in 3 Easy Steps,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,6937.0,All Levels,Web Development,Udemy
Ruby on Rails for Complete Beginners,https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/,4839.0,Beginner Level,Web Development,Udemy
Wordpress for Non-Technical People,https://www.udemy.com/wordpress-for-non-technical-people/,2346.0,Beginner Level,Web Development,Udemy
ASP NET CORE - ANGULAR 2 E-Commerce App,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,897.0,All Levels,Web Development,Udemy
Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,9381.0,Beginner Level,Web Development,Udemy
Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,7090.0,Intermediate Level,Web Development,Udemy
Complete RESPONSIVE Website Design with HTML5 & CSS3,https://www.udemy.com/website_design/,2204.0,Beginner Level,Web Development,Udemy
Pimcore Developer: Implement a Blog from a Bootstrap Theme,https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/,1212.0,All Levels,Web Development,Udemy
Inspirational Web Development - A Beginner Approach -,https://www.udemy.com/inspirational-web-development-level-0/,5328.0,Beginner Level,Web Development,Udemy
"Learn HTML, A practical guide from scratch to HTML 5",https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,5715.0,All Levels,Web Development,Udemy
JavaScript Tutorial: Learn JavaScript Code for Beginners,https://www.udemy.com/javascript-tutorial-for-beginners/,2074.0,Beginner Level,Web Development,Udemy
Website Secrets: Get a Gorgeous Website on the Cheap,https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/,12328.0,All Levels,Web Development,Udemy
Ultimate WordPress Plugin Course,https://www.udemy.com/wordpress-plugin-course/,4537.0,All Levels,Web Development,Udemy
PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,5117.0,All Levels,Web Development,Udemy
"Build Realtime Apps | React Js, Golang & RethinkDB",https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/,3854.0,All Levels,Web Development,Udemy
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,1902.0,Intermediate Level,Web Development,Udemy
The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,37141.0,All Levels,Web Development,Udemy
Mastering Micro Services Using Java Spring Boot,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,1649.0,All Levels,Web Development,Udemy
How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,3012.0,All Levels,Web Development,Udemy
The Advanced Web Developer Course,https://www.udemy.com/the-advanced-web-developer-course/,6890.0,Intermediate Level,Web Development,Udemy
Projects in MongoDB - Learn MongoDB Building Projects,https://www.udemy.com/projects-in-mongodb/,4628.0,All Levels,Web Development,Udemy
Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,17113.0,All Levels,Web Development,Udemy
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/,244.0,Beginner Level,Web Development,Udemy
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,1472.0,All Levels,Web Development,Udemy
The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,31499.0,All Levels,Web Development,Udemy
Email Marketing: Send Unlimited Emails via Own Mail Server,https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/,3539.0,Beginner Level,Web Development,Udemy
Getting started with JavaScript,https://www.udemy.com/javascript-code/,1415.0,Beginner Level,Web Development,Udemy
Learn the basics of the Web development: Coding Tactics,https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/,2965.0,Beginner Level,Web Development,Udemy
RESTful API with Laravel 5.4: Definitive Guide,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,655.0,All Levels,Web Development,Udemy
Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,18777.0,Intermediate Level,Web Development,Udemy
Learn React : The World's Most Lucrative JavaScript Library,https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/,1591.0,Beginner Level,Web Development,Udemy
Master Regular Expressions from scratch - All languages,https://www.udemy.com/master-regular-expressions-from-scratch/,1925.0,All Levels,Web Development,Udemy
Try AngularJS: Beginner's Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,16926.0,Beginner Level,Web Development,Udemy
JavaScript Step by Step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,13406.0,All Levels,Web Development,Udemy
Explore JavaScript Beginners Guide to Coding JavaScript,https://www.udemy.com/javascript-beginners-course/,5739.0,Beginner Level,Web Development,Udemy
Learn Web Scraping with Node.js,https://www.udemy.com/web-scraping-nodejs/,16731.0,All Levels,Web Development,Udemy
Getting Started with WordPress 2016,https://www.udemy.com/getting-started-with-wordpress-cms/,1613.0,Beginner Level,Web Development,Udemy
Learn HTML5 Programming From Scratch,https://www.udemy.com/learn-html5-programming-from-scratch/,268923.0,All Levels,Web Development,Udemy
Getting Started with LESS - Beginner Crash Course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,1780.0,Beginner Level,Web Development,Udemy
Master ECMAScript 2015 (ES6),https://www.udemy.com/ecmascript2015/,7438.0,All Levels,Web Development,Udemy
Learn to Setup Websites from Scratch,https://www.udemy.com/learn-to-setup-websites-from-scratch/,21087.0,Beginner Level,Web Development,Udemy
Create Fast RESTful APIs with Lumen and Homestead by Laravel,https://www.udemy.com/lumen-restful-api-and-homestead-for-lumen-by-laravel-and-php/,1157.0,All Levels,Web Development,Udemy
"Build Modern Websites Quick With HTML,CSS and Bootstrap",https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/,912.0,Beginner Level,Web Development,Udemy
Twitter Integration customize Tweets with developer API,https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/,2039.0,All Levels,Web Development,Udemy
